Registrant Name,amount
ALISON REARDON,650.0
"REM STRATEGIES, LLC",650.0
"PRINCIPIA, LLC",655.0
"STRIDE POLICY SOLUTIONS, LLC",660.0
AMERICANS FOR FINANCIAL REFORM,664.0
CEIS BAYNE EAST LLC,675.0
AMERICAN THORACIC SOCIETY,675.0
INSTITUTE FOR CHILD SUCCESS,675.0
SOCIETY FOR NEUROSCIENCE,675.0
WILDLIFE CONSERVATION SOCIETY,695.0
AMERICAN FOREST FOUNDATION,700.0
"NEW WEST STRATEGIES, LLC",700.0
"MALLINO GOVERNMENT RELATIONS, INC.",700.0
SNAP INC.,700.0
IROQUOIS HEALTHCARE ALLIANCE,700.0
"HYUNDAI - KIA AMERICA TECHNICAL CENTER, INC.",700.0
"HUONG C. ""SUSAN"" LYONS",700.0
RTK CONSULTING GROUP,700.0
NATIONAL COUNCIL FOR COMMUNITY AND EDUCATION PARTNERSHIPS,700.0
MJWT CONSULTING,700.0
"MCB CONSULTING, LLC",700.0
APPALACHIAN TRAIL CONSERVANCY,700.0
SANKOFA CONSULTING STRATEGIES,700.0
THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,701.0
SAFE ROUTES TO SCHOOL NATIONAL PARTNERSHIP,715.01
COFFIELDLAW PC,725.0
OPPORTUNITY FINANCE NETWORK-FORMERLY NATIONAL COMMUNITY CAP,730.0
"NATIONAL ACADEMY OF ELDER LAW ATTORNEYS, INC.",737.0
AMERICAN FOUNDATION FOR THE BLIND,737.77
GALAXY DIGITAL HOLDINGS LP,750.0
COUNCIL OF NORTH AMERICAN INSULATION MANUFACTURERS ASSOCIATION (NAIMA),750.0
"FLYNN & ASSOCIATES, INC.",750.0
"IBEX2 SOLUTIONS, LLC",750.0
JENCKES AND ASSOCIATES,750.0
C-SUITE STRATEGIC COUNSEL LLC,750.0
BAYCARE HEALTH SYSTEM,750.0
BALLENTINE STRATEGIES,750.0
EVERTZ GROUP LLC,750.0
DAVID RADI,750.0
"ENVA STRATEGY, LLC",750.0
"ESP ADVISORS, LLC",750.0
CROSS RIVER BANK,750.0
CHARLES HORNER III,750.0
CALIFORNIA CHILDREN'S HOSPITAL ASSOCIATION,750.0
"RMAX TECHNOLOGIES, LLC",750.0
"ACME PUBLIC AFFAIRS, LLC",750.0
ACCESS PARTNERSHIP CORP,750.0
"VESTAS-AMERICAN WIND TECHNOLOGY, INC.",750.0
ARTEMIS POLICY GROUP LLC,750.0
"WARNER, NORCROSS + JUDD LLP",750.0
THE WESLEYPRESTONGREEN GROUP,750.0
NORTH AMERICAN INSULATION MANUFACTURERS ASSOC.,750.0
NATIONAL ASSOCIATION TO PROTECT CHILDREN (PROTECT),750.0
"UNITY SOFTWARE, INC.",750.0
MURPHY STRATEGIC CONSULTING,750.0
"KAZMI ADVISORS, LLC",750.0
"SAAB NORTH AMERICA, INC.",750.0
SHAUN GEHAN,750.0
FOOD & WATER WATCH,769.4
BRIAN DUGGAN,772.0
"MR. DON B. MILLER, PC",785.0
"EAST POTOMAC PARTNERS, LLC",800.0
"ENTERPRISE COMMUNITY PARTNERS, INC.",800.0
RUSS KLENET & ASSOCIATES,800.0
NATIONAL SUSTAINABLE AGRICULTURE COALITION,800.0
FUEL CELL AND HYDROGEN ENERGY ASSOCIATION,800.0
NATIONAL COMMUNITY REINVESTMENT COALITION,800.0
OREGON STATE UNIVERSITY,800.0
NORTHWESTERN UNIV,820.0
THE NEW ENGLAND COUNCIL,825.0
VIRGINIA HOSPITAL & HEALTHCARE ASSOCIATION,825.0
"KEYSIGHT TECHNOLOGIES, INC",825.0
HMU CONSULTING LLC,850.0
WASHINGTON STATE UNIVERSITY,850.0
"MAINSPRING ENERGY, INC.",880.0
FAMILY RESEARCH COUNCIL,880.0
MS. SHARI RENDALL,880.0
AMERICAN SOCIETY FOR CLINICAL PATHOLOGY,887.56
JUSTICE FOR JAKE,895.0
"NANCY LEIKAUF AND ASSOCIATES, LLC",900.0
"SOUTHEAST QSR, LLC",900.0
HILLTOP ADVOCACY,900.0
MR. BRIAN DEARING,900.0
MR. PHILIP KLEIN,900.0
2020 STRATEGIES LLC,900.0
"WILLIAMS CONSULTING GROUP, LLC",900.0
THEODORE ROOSEVELT CONSERVATION PARTNERSHIP,900.0
"NATIONAL COOPERATIVE BANK, N.A. (FORMERLY NCB, FSB)",900.0
"FRIENDS OF THE GLOBAL FIGHT AGAINST AIDS, TUBERCULOSIS AND MALARIA",900.0
RECREATION VEHICLE DEALERS ASSOCIATION OF NORTH AMERICA,900.0
"TRUST RESOURCES LAW FIRM, PC",900.0
TURNER & GOSS LLP,900.0
"NOONE ASSOCIATES, LLC",900.0
AMERICAN ACADEMY OF ACTUARIES,926.61
MARINE CONSERVATION BIOLOGY INSTITUTE,950.0
U.S. INTERNATIONAL COUNCIL ON  DISABILITIES,950.0
"EQUINIX, INC.",950.0
CASCADE PUBLIC AFFAIRS,950.0
CHENEY STRATEGIES LLC,950.0
MASSACHUSETTS MEDICAL SOCIETY,955.0
THE ARC OF THE UNITED STATES,955.1999999999999
AMERICAN ASSOCIATION OF COMMUNITY COLLEGES,975.0
EVERSHEDS SUTHERLAND (US) LLP,985.0
DWIGHT BOYKINS,1000.0
"FEDERAL STRATEGIES GROUP, INC.",1000.0
SAGE THERAPEUTICS,1000.0
"DUETTO GROUP, LLC",1000.0
"PATRICIA JORDAN & ASSOCIATES, INC.",1000.0
"DUDINSKY, LISKER & ASSOCIATES",1000.0
"PUBLIC/PRIVATE STRATEGIES, LLC (FORMERLY: PUBLIC/PRIVATE STRATEGIES CONSULT, INC.)",1000.0
"PROGRESS ENERGY, INC.",1000.0
S. STEVEN KARALEKAS,1000.0
"FARM CREDIT EAST, ACA (FORMERLY KNOWN AS FIRST PIONEER FARM CREDIT, ACA)",1000.0
"ROSEWOOD GLOBAL ADVISORS, LLC",1000.0
"PATRIOT STRATEGIES, INC.",1000.0
BOLDLYGO INSTITUTE INC,1000.0
"RMP STRATEGIES, LLC",1000.0
"ROKU, INC.",1000.0
ROBERT GIPPIN,1000.0
POLK CONSULTING LLC,1000.0
"PREWITT GROUP, P.A.",1000.0
"EMC STRATEGY GROUP, LLC",1000.0
EQUALITY ARIZONA,1000.0
ROBERT BOSCH LLC,1000.0
JODIE MOXLEY,1000.0
ROBERT ARMITAGE,1000.0
"BNP PARIBAS US WHOLESALE HOLDINGS, CORP",1000.0
RTI INTERNATIONAL,1000.0
DQB INTERNATIONAL,1000.0
POLICY NAVIGATION GROUP,1000.0
DOGWOOD STRATEGIES INC,1000.0
THIRD PARTY PAYMENT PROCESSORS ASSOCIATION,1000.0
COLUMBIA STRATEGIES,1000.0
TIBER HUDSON LLC,1000.0
"TILEAF GROUP, INC.",1000.0
TOBENKIN GROUP,1000.0
BRUCE HATTON,1000.0
"COALITION FOR INDEPENDENT SENIORS, INC.",1000.0
TROUT UNLIMITED,1000.0
COALITION FOR A PROSPEROUS AMERICA,1000.0
UNITED STATES CANNABIS COUNCIL,1000.0
COMMONWEALTH CARE ALLIANCE,1000.0
BURT ROSEN STRATEGIES,1000.0
"ADDUCI, MASTRIANI & SCHAUMBERG, L.L.P.",1000.0
ADAPTIVE BIOTECHNOLOGIES,1000.0
"VILF CONSULTANTS, LLC",1000.0
CDB PROJX LLC,1000.0
WESLEY MCCLELLAND,1000.0
WILLIAM CASTLE,1000.0
CAREER EDUCATION CORPORATION,1000.0
WINDWARD STRATEGIES LLC,1000.0
WORLD SHIPPING COUNCIL,1000.0
WYMAN CONSULTING,1000.0
"UNITED STUDENT AID FUNDS, INC.",1000.0
SCIPHER MEDICINE,1000.0
THEODORE KNAPPEN,1000.0
THE SHELBURNE GROUP,1000.0
SCOTT SCANLAND,1000.0
SEXTONS CREEK,1000.0
"DIGITAL REALTY TRUST, INC.",1000.0
DENT STRATEGIES,1000.0
SLR PUBLIC AFFAIRS LLC,1000.0
"SMITH CONSULTING GROUP, INC.",1000.0
SOLUGEN INC,1000.0
"BRAXTON C. COUNTS, III, P.C.",1000.0
SOUTHFIVE STRATEGIES,1000.0
PANUZIO & GIORDANO,1000.0
COMMONWEALTH FUSION SYSTEMS,1000.0
BRENNAN CENTER FOR JUSTICE AT NYU SCHOOL OF LAW,1000.0
DAN PERRIN,1000.0
SWAN CREEK STRATEGIES,1000.0
ALLIANCE OF HEALTH CARE SHARING MINISTRIES,1000.0
TAXBIT,1000.0
TEMPLE UNIVERSITY,1000.0
THE AMERICAN LEGION,1000.0
THE DIAMOND GROUP,1000.0
CONTINENTAL CONSULTING GROUP CORPORATION,1000.0
BROOKFIELD POWER US ASSET MANAGEMENT LLC,1000.0
CONSERVATION INTERNATIONAL FOUNDATION,1000.0
SULLIVAN & CROMWELL LLP,1000.0
"SRB STRATEGIC, LLC",1000.0
LGCR GOVERNMENT SOLUTIONS,1000.0
AMRYT PHARMA,1000.0
OREGON HEALTH & SCIENCE UNIVERSITY,1000.0
MR. DENNIS ECKART,1000.0
HENRY CONSULTING GROUP,1000.0
LEWIS BAACH KAUFMANN MIDDLEMISS PLLC,1000.0
"BAYADA HEARTS FOR HOME CARE, INC.",1000.0
MR. JASON SLATTERY,1000.0
"LEONARD STREET AND DEINARD, P.A.",1000.0
"LAW OFFICE OF JOHN BRYANT, P.C.",1000.0
HIGHGROUND INC,1000.0
INTEGRITAS BY BONO LLC,1000.0
"HEALTHEQUITY, INC.",1000.0
MR. TERRI WINSTON,1000.0
MS. ELIZABETH IADAROLA,1000.0
MS. HOLLY BODE,1000.0
HARWOOD INTERNATIONAL LTD,1000.0
HARSCO CORPORATION,1000.0
MS. HOLLY J. KINNAMON,1000.0
KOBRE & KIM LLP,1000.0
HEARTLAND CONSUMERS POWER DISTRICT,1000.0
MR. CHRISTOPHER HLADICK,1000.0
"MKW GROUP, LLC",1000.0
MISSOURI HOSPITAL ASSOCIATION,1000.0
LIVE OAK STRATEGIES,1000.0
INSESSION STRATEGIES LLC,1000.0
LPTV BROADCASTERS ASSOCIATION,1000.0
INNOVATIVE ADVOCACY,1000.0
IMPOSSIBLE FOODS INC.,1000.0
IMMIGRATIONWORKS USA,1000.0
MARK WARREN,1000.0
"MAROON CONSULTANTS, LLC",1000.0
MARTHA BRADDOCK,1000.0
"MARY E. SHIELDS GOVERNMENT RELATIONS, LLC",1000.0
"AXIOM SPACE, INC.",1000.0
ARMENIAN NATIONAL COMMITTEE OF AMERICA,1000.0
"MCGOVERN & SMITH, LLC",1000.0
MCMARK LLC,1000.0
"MERCARI, INC.",1000.0
"MERCER STRATEGIC ALLIANCE, INC.",1000.0
MILLENNIAL GR & PUBLIC AFFAIRS PARTNERS,1000.0
"LIQUID ADVISORS, INC.",1000.0
MILLENNIUM HEALTH,1000.0
KHOURY JOHNSON LEAVITT,1000.0
MS. TAMI WAHL,1000.0
LITTLER MENDELSON,1000.0
MULIUFI (MUFI) FRANCIS HANNEMANN,1000.0
"JAMISON GROUP, LLC",1000.0
NEC CORPORATION OF AMERICA,1000.0
"GAGE, LLC",1000.0
JANE WEST,1000.0
"MSP STRATEGIC COMMUNICATIONS, INC.",1000.0
NEXUS GOVERNMENT RELATIONS,1000.0
"FREEDOMWORKS, INC.",1000.0
NORTH AMERICAN SECURITIES ADMINISTRATORS ASSOCIATION,1000.0
"BISCAYNE STRATEGIES, LLC",1000.0
"OAK FEDERAL SOLUTIONS, LLC",1000.0
OHIO HOSPITAL ASSOCIATION,1000.0
KEIGHTLEY & ASHNER LLP,1000.0
"ONEMAIN HOLDINGS, INC.",1000.0
JONES WALDO HOLBROOK & MCDONOUGH,1000.0
FJD STRATEGIES LLC,1000.0
"FISHERBROYLES, LLP",1000.0
"FISERV, INC.",1000.0
"GIBBONS & COMPANY, INC",1000.0
GLOBAL EXTERNAL RELATIONS,1000.0
"BIGELOW AEROSPACE, LLC",1000.0
MWMURRAY CONSULTING LLC,1000.0
N. STUART SPENCER,1000.0
KEVIN MCGUINESS PLLC,1000.0
"GREATER NEW ORLEANS, INC.",1000.0
KH STRATEGIES,1000.0
KENT STRATEGIES LLC,1000.0
"GOVERNMENT NAVIGATION GROUP, INC.",1000.0
GOLDEN OAK CONSULTING,1000.0
ANIMAL DEFENDERS INTERNATIONAL US INC.,1004.8700000000001
CENTER FOR BIOLOGICAL DIVERSITY,1005.0
AVISE SOLUTIONS,1007.2
C/H GLOBAL STRATEGIES,1015.0
"360 QUALITY OF LIFE SOLUTIONS (A TRADE ASSOCIATION), INC.",1020.0
COLORADO SPRINGS UTILITIES,1025.0
"STONE LOCK GLOBAL, LTD",1030.0
GARDINER POLICY GROUP,1050.0
MGD STRATEGIES LLC,1050.0
THE INSTITUTE OF INTERNAL AUDITORS,1050.0
"ARDELYX, INC.",1050.0
UFW FOUNDATION,1050.0
ETHOS CONSULTING GROUP,1050.0
BREAD FOR THE WORLD,1064.0
CO2EFFICIENT LLC,1075.3
EVERY VOICE CENTER (FKA PUBLIC CAMPAIGN),1085.0
LAW OFFICE OF EDWARD D. KALMAN,1100.0
SIX IDEAS BEFORE BREAKFAST,1100.0
AMERICAN DAIRY COALITION,1100.0
ANDREAE & ASSOCIATES,1100.0
"SIVON NATTER & WECHSLER, P.C. (FKA BARNETT SIVON & NATTER, P.C.)",1100.0
MCGRATH & ASSOCIATES,1100.0
GREATER PITTSBURGH CHAMBER OF COMMERCE,1100.0
TURNER GOVERNMENT & PUBLIC AFFAIRS,1100.01
CHILD WELFARE LEAGUE OF AMERICA,1113.5
SEXUALITY INFORMATION AND EDUCATION COUNCIL OF THE UNITED STATES (SIECUS),1117.35
"TACT CONSULTING, LLC",1125.0
CLEAN AIR TASK FORCE,1125.0
NAVY LEAGUE OF THE UNITED STATES,1133.32
HOWELLS GOVERNMENT RELATIONS,1138.0
SOUTHERN ENVIRONMENTAL LAW CENTER,1150.0
US - CHINA BUSINESS COUNCIL,1150.0
"APTS ACTION, INC.",1150.0
KERRIE RUSHTON,1150.0
INDIANAPOLIS POWER & LIGHT COMPANY,1150.0
AMERICAN SOCIETY FOR REPRODUCTIVE MEDICINE (ASRM),1160.0
CMS CONSULTING SERVICES INC.,1175.0
UNIVERSITY OF NOTRE DAME,1181.1100000000001
AYRES LAW GROUP LLP,1200.0
NORTHEASTERN UNIVERSITY,1200.0
"POTOMAC GLOBAL ADVISORS, LLC",1200.0
"ROBISON INTERNATIONAL, INC.",1200.0
KENNETH BROWN,1200.0
ALLIANCE FOR PATIENT ACCESS,1200.0
MR. DANIEL DELICH,1200.0
BAUSCH HEALTH COMPANIES,1200.0
SUZANNE ROHDE,1200.0
"HAWK INTERNATIONAL, LLC",1200.0
SUSAN STOHR,1210.0
PETER TOMPA LAW,1225.0
"AMNESTY INTERNATIONAL OF THE USA, INC.",1225.0
WALTON CHALMERS II,1250.0
UNIVERSITY OF ALASKA,1250.0
FISERV (FKA FIRST DATA CORPORATION),1250.0
"LTD GROUP, LLC",1250.0
"OPEN SPACE INSTITUTE, INC.",1250.0
PETER HARTER,1250.0
"NXP USA, INC.",1250.0
RICHARD HIRN,1250.0
"RICK CARNE CONSULTING, LLC (DBA SGI GROUP, LLC)",1250.0
NATIONAL LGBTQ TASK FORCE FORMERLY KNOW AS: NATIONAL GAY AND LESBIAN TASK FORCE,1250.0
GORMAN STRATEGY GROUP,1250.0
EB CONSULTING,1250.0
"EASTER SEALS, INC.",1250.0
"NAHIGIAN STRATEGIES, LLC",1250.0
"GRANITE PEAK STRATEGIES, LLC",1250.0
LOU LINEHAN,1250.0
MS. LAURA SALLSTROM,1250.0
MR. WILLIAM SPENCER,1250.0
SKLADANY CONSULTING LLC,1250.0
"SOUNDING PARTNERS, LLC",1250.0
MR. PETER CHANDLER,1250.0
STEEL MANUFACTURERS ASSOCIATION,1250.0
"STRATEGIC SERVICES, INC.",1250.0
"HOLOGIC, INC.",1250.0
THE HOFFMAN GROUP,1250.0
THE PATRIOTIC MILLIONAIRES LLC,1250.0
"MCCLINTOCK ASSOCIATES, INC.",1250.0
COLLEGE OF HEALTHCARE INFORMATION MANAGEMENT EXECUTIVES,1250.0
"SAREPTA THERAPEUTICS, INC.",1250.0
"JOE MOORE STRATEGIES, LLC",1250.0
ZYLA LIFE SCIENCES (FKA EGALET CORPORATION),1250.0
"BE THE CHANGE, INC",1250.0
NATIONAL PATIENT ADVOCATE FOUNDATION,1256.0
"O'DONNELL SCHWARTZ & ANDERSON, P.C.",1260.0
AMERICAN HEALTH INFORMATION MANAGEMENT ASSN,1265.0
PA EDUCATION ASSOCIATION,1285.79
MR. MICHAEL JIMENEZ,1300.0
ARKANSAS FARM BUREAU FEDERATION,1300.0
AMERICAN MEDICAL REHABILITATION PROVIDERS ASSOCIATION,1300.0
ENERGYNORTHAMERICA LLC,1300.0
CONFERENCE OF BOSTON TEACHING HOSPITALS,1300.0
PEEBLES KIDDER,1302.0
FEDERATION FOR AMERICAN IMMIGRATION REFORM,1330.0
"SPANGLER STRATEGTIC ADVISORS, LLC",1331.0
ANTI-DEFAMATION LEAGUE,1338.0
AVETA INC.,1350.0
"CAPITOL HILL STRATEGIC ADVOCATES, LLC",1350.0
"COMMENATOR & ASSOCIATES, LTD.",1350.0
CCAN ACTION FUND (FKA CHESAPEAKE CLIMATE ACTION NETWORK),1350.0
RICHARD INNES,1350.0
"AGILENT TECHNOLOGIES, INC",1350.0
"L.M. BROWN MANAGEMENT GROUP, LLC",1350.0
AMERICAN SOCIETY OF CIVIL ENGINEERS,1358.8
ARRIVAL AUTOMOTIVE USA INC.,1370.0
"NEW YORK STATE ASSOCIATION OF HEALTH CARE PROVIDERS, INC.",1375.0
"AEROSPACE INTELLIGENCE, LLC",1400.0
PROVIDENCE ST. JOSEPH HEALTH,1400.0
CENTER FOR ARMS CONTROL & NON-PROLIFERATION,1400.0
NATIONAL ASSN OF AFFORDABLE HOUSING LENDERS,1400.0
PHB PUBLIC AFFAIRS,1400.0
MULLETT STRATEGIES LLC,1400.0
MS. TERRY MUILENBURG,1410.0
"MONTGOMERY & INTERPRETER , PLC",1410.0
"LEAGUE OF AMERICAN WHEELMEN, INC.",1425.0
ASSN. OF SMALL BUSINESS DEV. CENTERS,1425.0
"CORPORATE POLITICAL STRATEGIES, LLC",1446.4
BRIAN FOSTER,1450.0
MERIDIAN HEALTH,1450.0
NATIONAL PTA,1450.0
MICHIGAN TECHNOLOGICAL UNIVERSITY,1450.0
TORRES CONSULTING AND LAW GROUP,1450.0
"SCHOLASTIC, INC.",1450.0
"PRETI, FLAHERTY, BELIVEAU & PACHIOS, CHARTERED, LLP",1450.0
"ASTROSCALE U.S., INC.",1450.0
"NATIONAL AUDUBON SOCIETY, INC.",1465.2
YMCA OF THE USA,1468.5
DATA COALITION,1475.0
THE CHWAT GROUP,1475.0
ASSOCIATION OF PUBLIC AND LAND-GRANT UNIVERSITIES (APLU) FORMERLY NASULGC,1498.0
"FRANZ CONSULTING, LLC",1500.0
"VERISIGN, INC.",1500.0
THE CHILDREN'S DEFENSE FUND,1500.0
"GUIDA, SLAVICH & FLORES, P.C.",1500.0
STRATEGIC POLICY COUNSEL PLLC,1500.0
"TURNER POLLARD STRATEGIES, LLC",1500.0
KRL INTERNATIONAL LLC,1500.0
CEPHEID,1500.0
MS. SERY KIM,1500.0
"COORSTEK, INC.",1500.0
JOSEPHINE COOPER LLC,1500.0
CRYPTO COUNCIL FOR INNOVATION,1500.0
QORVIS COMMUNICATIONS LLC,1500.0
MR. GORDON PARKER,1500.0
CHRISTOPHER HEINZ,1500.0
KYLE MICHEL LAW FIRM,1500.0
"THE ONEILL GROUP, LLC",1500.0
"PREVAIL COMMUNICATIONS, LLC",1500.0
GREEN MOUNTAIN STRATEGIES LLC,1500.0
CABRALGROUP,1500.0
"HALL & ASSOCIATES, LLC",1500.0
CITY OF HOPE NATIONAL MEDICAL CENTER,1500.0
FOREST HILL CONSULTING,1500.0
NATIONAL PACE ASSOCIATION,1500.0
AMERICAN COUNCIL ON RENEWABLE ENERGY,1500.0
LEVINSON & ASSOCIATES,1500.0
PETER MIRIJANIAN PUBLIC AFFAIRS,1500.0
PETER PETRIHOS,1500.0
"WASHINGTON GLOBAL LAW GROUP, PLLC",1500.0
"ETSY, INC.",1500.0
HENLEY STRATEGIES LLC,1500.0
BAVARIAN NORDIC INC.,1500.0
DARBY FIELD ADVISORS,1500.0
MR. PETER LOUGHLIN,1500.0
RANDSTAD NORTH AMERICA,1500.0
HILLIARD SMITH & HUNT,1500.0
CHARLES CRAGIN,1500.0
GOLLEDGE STRATEGIES & SOLUTIONS LLC,1500.0
MARYLAND & DISTRICT OF COLUMBIA CREDIT UNION ASSOCIATION,1500.0
DENSO INTERNATIONAL AMERICA INC,1500.0
GORDON WALGREN CONSULTING SERVICES,1500.0
AMERICAN ASSOCIATION OF MUSEUMS,1500.0
"WASHINGTON DIPLOMACY GROUP, LLC (FORMERLY KNOWN AS: WASHINGTON STRATEGY GROUP LLC)",1500.0
IKON PUBLIC AFFAIRS,1500.0
A.G. KAFFES AND ASSOCIATES LLC,1500.0
BANKERS ASSOCIATION FOR FINANCE AND TRADE (FORMERLY KNOWN AS BAFT-IFSA),1500.0
ZTE USA,1500.0
"R. L. HARRIS ASSOCIATES, LLC",1500.0
THE IMMIGRATION HUB LLC,1500.0
"TGA ASSOCIATION MANAGEMENT SOLUTIONS, LLC",1500.0
"CUSHING LAW FIRM, INC.",1500.0
COUNCIL OF FHLBANKS,1500.0
"SAMUELS INTERNATIONAL ASSOCIATES, INC.",1500.0
"KMS ADVOCACY, LLC (FORMERLY DAWSON-MILLER STRATEGIES, LLC)",1500.0
GARY HOITSMA,1500.0
"AMERIQUAL GROUP, LLC",1500.0
DOUGLASS E. BOBBITT,1500.0
FOLGER SQUARE GROUP LLC,1500.0
"R AND J GROUP, INC.",1500.0
D.L. GARDNER AND ASSOCIATES,1500.0
SUMMA HEALTH,1505.0
CAN MANUFACTURERS INSTITUTE,1506.0
BOYS & GIRLS CLUBS OF AMERICA,1533.0
AMBESSA SOLUTIONS LLC,1540.0
"NATIONAL CENTER FOR LEARNING DISABILITIES, INC.",1545.0
"LAW OFFICES OF GEORGE HARRIS, LLC",1548.0
GALLATIN PUBLIC AFFAIRS,1550.0
FEDERAL STRATEGY CONSULTING,1550.0
STEPHANIE MERCIER,1551.24
NORTHERN CALIFORNIA POWER AGENCY,1574.0
TUTTLE TAYLOR AND HERON,1600.0
"BOOKING.COM CONSULTING SERVICES (USA), INC.",1600.0
"TRI-STATE GENERATION AND TRANSMISSION ASSOCIATION, INC.",1600.0
NATIVE AMERICAN CONTRACTORS ASSOCIATION,1600.0
"VIRTUAL OPERATIONS, LLC",1600.0
EXEL ADVISORS,1600.0
"BELLEVUE STRATEGIES, LLC",1600.0
AMERICAN MEDICAL GROUP ASSOCIATION,1605.0
"THE 1934 GROUP, LLC",1610.0
PRIME STRATEGIES,1610.0
"SCHOOL CHOICE SOLUTIONS, LLC",1630.0
MIRSONIA GROUP,1635.02
SARA TUCKER,1645.0
VIETNAM VETERANS OF AMERICA,1645.0
BOARD OF REGENTS OF UNIVERSITY OF WISCONSIN SYSTEM,1650.0
KELLY COLE STRATEGIES,1650.0
FRONTIER COMMUNICATIONS,1650.0
WTA -- ADVOCATES FOR RURAL BROADBAND,1700.0
LARRY BLANCHARD,1700.0
ALAN MINTER,1700.0
OMAHA PUBLIC POWER DISTRICT,1700.0
LAUREN CULBERTSON,1700.0
JACQUELINE GILLAN,1700.0
NATIONAL ASSOCIATION OF AGRICULTURAL EDUCATORS,1700.0
CATAPULT POLICY STRATEGIES LLC,1700.0
ALAN MCCOY,1700.0
"WRIGHT STRATEGIES, LLC",1700.0
"LAURA WOOD PETERSON CONSULTING, INC.",1703.0
AMERICAN LIBRARY ASSOCIATION,1716.0
"CADWALADER, WICKERSHAM & TAFT LLP",1725.0
"HILLSTAFFER, LLC",1738.06
"MANDELL & ASSOCIATES, INC.",1750.0
"TKB GLOBAL STRATEGIES, LLC",1750.0
"POLYMET MINING, INC.",1750.0
"BROMELKAMP GOVERNMENT RELATIONS, LLC",1750.0
"LAW OFFICES OF BUD CUMMINS, PLC",1750.0
MR. AARON OESTERLE,1750.0
"POTOMAC INTERNATIONAL PARTNERS, INC.",1750.0
BRICK STREET STRATEGY,1750.0
"KSG LLC, DBA KLEIN AND SAKS GROUP",1750.0
KLA CORPORATION,1750.0
KIM KRENIK,1750.0
CHILDREN'S CANCER CAUSE,1750.0
"STARK STRATEGIC, LLC",1750.0
THE HERALD GROUP,1750.0
FISHER STRATEGIES,1750.0
JIM GOULD STRATEGIES LLC,1750.0
THE MCGRATH GROUP LLLC,1750.0
THE FASHION INSTITUTE OF DESIGN & MERCHANDISING,1750.0
TEXAS CHILDREN'S HOSPITAL,1750.0
"STEPHEN M. PINKOS, LLC",1750.0
BIOCOM,1750.0
NATIONAL RELIGIOUS CAMPAIGN AGAINST TORTURE,1760.0
"TIAHRT ENTERPRISES, LLC",1775.0
COMMONWEALTH CONSULTING CORPORATION,1780.0
STRATEGIC FEDERAL AFFAIRS,1790.0
THE JUNTO COMPANY,1800.0
SERLIN HALEY LLP,1800.0
QUIN DODD,1800.0
BAILEY & EHRENBERG PLLC,1800.0
CAMPAIGN FOR TOBACCO-FREE KIDS,1805.0
"AMERICAN PRESSWORKS, INC.",1810.0
GROUP HEALTH COOPERATIVE,1825.0
"CROWELL & MORING INTERNATIONAL, LLC",1827.0
MORGAN CASNER ASSOCIATES,1830.5
NATIONAL COUNCIL OF AGRICULTURAL EMPLOYERS,1840.0
SCHOLARS STRATEGY NETWORK,1853.11
"HARSHMAN CONSULTING, LLC",1900.0
GLOBAL BUSINESS POLICY-DC,1900.0
"B&C CONSORTIA MANAGEMENT, L.L.C.",1900.0
MS. BARBARA BURCHETT,1905.0
DESIGN-BUILD INSTITUTE OF AMERICA,1907.69
THE ARNOLD AGENCY,1935.0
"GRONBERG CONSULTING, LLC",1950.0
CHRISTIAN LEGAL SOCIETY,1978.02
"EID PASSPORT, INC.",2000.0
"CONAWAY GRAVES GROUP, LLC",2000.0
"MEDICI, LLC",2000.0
"DAVID T. MURRAY, LLC",2000.0
GLASS PACKAGING INSTITUTE,2000.0
MARTA AGUIRRE BASCOM,2000.0
ROBERT G. KALIK PC,2000.0
FORD & HUFF LC,2000.0
"JONES GROUP INTERNATIONAL, LLC",2000.0
MR. SPENCER ABRAHAM,2000.0
AMERIGROUP CORPORATION,2000.0
STUNTZ STRATEGIES LLC,2000.0
BHP GROUP LIMITED,2000.0
DONALD MASSEY,2000.0
"SUSKEY CONSULTING, LLC",2000.0
"BALZANO ASSOCIATES, INC.",2000.0
INLET STRATEGIES,2000.0
BRYANT SONGY SNELL LLC,2000.0
"BGL ASSOCIATES, THOMAS GILLESPIE",2000.0
STOLL IP CONSULTING LLC,2000.0
COMMUNICATIONS ADVISORY COUNSEL,2000.0
"GEOTAB USA, INC",2000.0
QINETIQ NORTH AMERICA,2000.0
AMGENERAL LLC,2000.0
SELF STORAGE ASSOCIATION,2000.0
LEFTWICH & LUDAWAY,2000.0
"GIVENS PURSLEY, LLP",2000.0
"YOSTE STRATEGIC PARTNERS, LLC",2000.0
HOLLY STEVENS,2000.0
GLOBALFOUNDRIES U.S. INC.,2000.0
BRIAN FITZGERALD,2000.0
MR. GARY ELMESTAD,2000.0
MEREVIR CONSULTING,2000.0
MR. GALEN RESER,2000.0
CRUISE LLC,2000.0
HANDPRINT GOVERNMENT AFFAIRS LLC,2000.0
"RENRE NORTH AMERICA HOLDINGS, INC",2000.0
REBELLION DEFENSE,2000.0
FEDERAL SCIENCE PARTNERS LLC,2000.0
CROSSWINDS SOLUTIONS,2000.0
"CRISPR THERAPEUTICS, INC.",2000.0
"JOEL KAPLAN ASSOCIATES, LLC",2000.0
